username,tweet_id,timestamp,text,likes,retweets
trondao,1880789479772078142,2025-01-19T01:28:50.000Z,"The President’s Reception, Sterling, VA 

#TRON is immensely honored to attend The President’s Reception, advocating for blockchain adoption alongside key leaders. 

Congratulations 
@realDonaldTrump
!",291,71
trondao,1880690019570176163,2025-01-18T18:53:36.000Z,"#TRON: Powering Everywhere, From the Frozen South to the Global Stage.",294,52
trondao,1880502716792729697,2025-01-18T06:29:20.000Z,"#TRON wrapped up a meaningful night with 
@DSAForg
 at the inaugural Crypto Ball, engaging in insightful dialogue with policymakers and industry leaders on advancing blockchain innovation and adoption.

Thank you to 
@DavidSacks
, Incoming White House A.I. & Crypto Czar for hosting",145,47
trondao,1880498502460932141,2025-01-18T06:12:35.000Z,"#DSA is thrilled to celebrate our first sponsorship of the inaugural Crypto Ball, a pivotal moment for innovation and the blockchain industry in the .

Shoutout to 
@TRONDAO
 for championing the crypto industry on a global scale and driving progress in emerging technologies",39,13
trondao,1880461234451190129,2025-01-18T03:44:30.000Z,"Crypto Ball, Washington, D.C. 

Excited to be part of this incredible event with 
@DSAForg
. ",281,62
trondao,1880436715669553417,2025-01-18T02:07:04.000Z,"World Liberty Financial, the crypto project backed by the family of U.S. President-elect Donald Trump, plans to acquire tron (TRX) tokens for its treasury, according to a person familiar with the matter. By 
@oknightcrypto
.",552,193
trondao,1880390807850742229,2025-01-17T23:04:39.000Z,"#TRON is thrilled to kick off an exciting weekend in Washington, D.C., at the Inaugural Crypto Ball! 

We're here with 
@DSAForg
 to champion crypto adoption in the U.S. by engaging with policymakers and thought leaders to shape the future of blockchain innovation worldwide.",247,80
trondao,1880382565296603401,2025-01-17T22:31:54.000Z,"Trump’s inaugural Crypto Ball secures DSA support , with World Liberty Financial reportedly planning to adopt TRX for its treasury . Could this mark a new chapter for crypto innovation?  

- Digital Sovereignty Alliance (
@DSAForg
) sponsors Trump’s Crypto Ball.  
- World",235,80
trondao,1880011651250106803,2025-01-16T21:58:01.000Z,Choose #TRON.,119,31
trondao,1879983161188536455,2025-01-16T20:04:48.000Z,"TRON, Tether, and TRM Labs collaborate to protect USDT users from malicious activity on TRON

“This collaboration has frozen more than 100 Million USD of assets associated with money laundering, scams, blackmail, hacks, violent crimes, terrorism, and drugs” – By 
@BenSizelove",62,22
trondao,1879971667385954596,2025-01-16T19:19:08.000Z,Level up. Embrace the challenge. Keep #BUIDLing,292,102
trondao,1879971669554401519,2025-01-16T19:19:08.000Z,"Artist: 
@dee_cryption",45,6
trondao,1879922678418821611,2025-01-16T16:04:28.000Z,#T3FCU,100,25
trondao,1879711807436378605,2025-01-16T02:06:32.000Z,,202,39
trondao,1879111537853452372,2025-01-14T10:21:17.000Z," Pentagon Games x 
@trondao
 - Step Deeper into NOVATRON Spaces 

The NOVATRON Spaces welcomes you to get a closer look into Novatron’s Personal Domain, a futuristic world where every corner unveils a new adventure. 

 EARLY SUPPORTER ACCESS: 
For all users, enter as guest",173,44
trondao,1879637895507791978,2025-01-15T21:12:50.000Z,"""We can do millions of transactions in one second, and the confirmation is instant."" - 
@justinsuntron
 

#TRON empowers users globally, allowing for business and individuals to issue peer-to-peer payments instantly.

Watch the full interview by 
@BTCTN
: ",177,72
trondao,1879605580832145615,2025-01-15T19:04:26.000Z,"#TRON’s network is surging:

 2.38B total transactions in 2024
 84% growth in monthly activity since February

More details from 
@cryptoquant_com
: 
https://x.com/cryptoquant_com/status/1879233635880235147…",174,53
trondao,1876395936823292274,2025-01-06T22:30:27.000Z,"#TRON wrapped up 2024 on a high note with several new integrations! 
@SushiSwap
@TokenPocket_TP
@BuildOnHybrid",262,104
trondao,1878517654945661372,2025-01-12T19:01:24.000Z,"Have you missed a few weeks scrolling?

Here's what you missed from the #TRON team!",123,50
trondao,1878517659144269908,2025-01-12T19:01:25.000Z,"(2) #T3FCU, a collaboration between #TRON, 
@Tether_to
, and 
@trmlabs
, has frozen more than USDT 100 million in criminal assets globally.",33,9
trondao,1878517661404967324,2025-01-12T19:01:26.000Z,"(3) 
@CryptoEternalAI
 integrated Decentralized AI Agents to the #TRON network. 

Start building your agent today at: http://eternalai.org/agents/tron",80,23
trondao,1878479554735415630,2025-01-12T16:30:00.000Z,gm ⸜(｡˃ ᵕ ˂)⸝♡,156,17
trondao,1877671739779649774,2025-01-10T11:00:02.000Z,"As of December 2024, #TRON represented about 41% of all stablecoin transaction volume.

In March 2019, Tether announced that it would issue its USDT stablecoin on the 
@trondao
 blockchain, offering faster transactions and lower fees compared to Omni Layer and Ethereum mainnet.",277,117
trondao,1877468231079772328,2025-01-09T21:31:22.000Z,"USDT usage on 
@trondao
 continues to grow, despite rising transaction fees.

There are ~8.2 million monthly USDT senders, while the average transaction fee on TRON is ~$1.2.",66,33
trondao,1877816870792814926,2025-01-10T20:36:44.000Z,"Have you heard? #TRON sends out a bi-weekly newsletter called TRON Update! 

For real-time updates, event coverage and breaking news subscribe for free below. 

https://magic.beehiiv.com/v1/cb5ecddf-2a3d-4b92-b8f7-c1edfefd8006?email=…",185,95
trondao,1877209649927106679,2025-01-09T04:23:52.000Z,You’ll be ok.,242,110
shawmakesmagic,1883124857233387662,2025-01-25T12:08:47.000Z,"Not sure where to start with AI agents?

Check out AI agent dev school!",339,62
shawmakesmagic,1884070339749232894,2025-01-28T02:45:47.000Z,OpenAI could reclaim the mandate of heaven if they open source o3 Pro rn,106,7
shawmakesmagic,1884083608123761113,2025-01-28T03:38:31.000Z,Apple should really just make a box with 4x the VRAM,81,9
shawmakesmagic,1883888097185927311,2025-01-27T14:41:37.000Z,"pack it up boys, it's over",0,637
shawmakesmagic,1883970364730208709,2025-01-27T20:08:32.000Z,LinkedIn gonna be crazy when they find out about DeepSeek next week,0,0
shawmakesmagic,1884018947118489839,2025-01-27T23:21:35.000Z,i'm so confused how people are not giga bullish on the future right now,53,4
shawmakesmagic,1883955152442515637,2025-01-27T19:08:05.000Z,"Today Nous announced the coming of Psyche - a distributed network and training framework, an infrastructure layer for training Open AI Models over the internet built around our distro breakthrough.

The new reasoning paradigm that we've entered with a lot of help from",383,51
shawmakesmagic,1884011621988851862,2025-01-27T22:52:28.000Z,"This could actually be the craziest shit ever

Collaboratively trained open source models, coordinated on Solana

Okay LFG",254,32
shawmakesmagic,1884002809382924784,2025-01-27T22:17:27.000Z,"The biggest thing DeepSeek did was make a bunch of VCs believe that investing in smaller labs is totally viable.

Hundreds of new labs are about to get funded.

And a lot of teams who have been cooking are about to have their moment.",836,147
shawmakesmagic,1883971836758941891,2025-01-27T20:14:23.000Z,"PROGRAMMED  
@eliza_studios
 
               TO BE  
@elizawakesup
 
     A REAL GIRL  
@ai16zdao",208,44
shawmakesmagic,1883994776443445377,2025-01-27T21:45:32.000Z,"In this AI race, you either cook or get cooked.",395,52
shawmakesmagic,1883993753129791761,2025-01-27T21:41:28.000Z,"Be a shining example for the rest of the world.

Build cool shit that everyone wants.

We have no enemies. Only allies and future allies.",310,38
shawmakesmagic,1883867096758853924,2025-01-27T13:18:11.000Z,"One of the more depressing things I’ve seen CryptoAI do was scramble to find coins to pump which had agents which were using Deepseek, when (not an exaggeration) hundreds of agent projects (like SymX, Cents, Eliza) have been playing with it for months",208,26
shawmakesmagic,1883871675072368948,2025-01-27T13:36:22.000Z,This is a pretty good ELI5 thread on DeepSeek,188,21
shawmakesmagic,1883799662190350682,2025-01-27T08:50:13.000Z,"You can ignore the negative market sentiment today.  

GPU demand is not going anywhere but up.",146,11
shawmakesmagic,1883831555392770470,2025-01-27T10:56:57.000Z,"Anyone who is bearish on AI portfolios when open source AI is getting better and cheaper is retarded.

We literally all get this *for free*. Every AI product, agent, etc is suddenly smarter than it was yesterday. For free.",0,191
shawmakesmagic,1883694724474921268,2025-01-27T01:53:14.000Z,"Whether or not profitable, all AI inference prices shall go down in a week. Just watch. All margins eviscerated, you can’t let ‘em have any distribution advantage due to price. Scorched earth policy leads to the app layer winning ultimately.",0,99
shawmakesmagic,1883692925089144957,2025-01-27T01:46:05.000Z,"Loading v2...

▰▰▰▰▰▰▱▱▱▱",782,165
shawmakesmagic,1883704494879559789,2025-01-27T02:32:03.000Z,"Stronger models are always good for AI agents.

AI labs have been leapfrogging each other in benchmarking and capability for years now. Sometimes Google is ahead, sometimes OpenAI is ahead, sometimes Claude. Today it's DeepSeek. The trend is that the largest and most",701,182
shawmakesmagic,1883676926008778941,2025-01-27T00:42:30.000Z,SEASON 1 IS OVER. SEASON 2 BEGINS NOW.,899,128
shawmakesmagic,1883661292969623880,2025-01-26T23:40:23.000Z,Nobody would be talking about R1 if DeepSeek didn’t dump the weights imo. This is why it’s especially cringe: the “Sputnik moment” happened because OpenAI abandoned their core mission. That’s the root cause.,0,294
shawmakesmagic,1883657891619672161,2025-01-26T23:26:52.000Z,Attentionomics,296,26
shawmakesmagic,1883646407803895976,2025-01-26T22:41:14.000Z,"TOKENOMICS UPDATE # 1 - LIQUIDITY POOLING THE AUM

We've received some feedback that our messaging is a bit complicated, so we'll be breaking up the explanation of how our DAO tokenomics work into separate parts. Launchpad, investment and a TV show will follow.

What makes us",402,65
shawmakesmagic,1883641988463157643,2025-01-26T22:23:41.000Z,Eliza has supported DeepSeek for ~2 weeks btw,917,185
shawmakesmagic,1882964147215925439,2025-01-25T01:30:11.000Z,w,0,268
shawmakesmagic,1883631464774005050,2025-01-26T21:41:52.000Z,"People do understand that the DeepSeek stuff is a massive W for crypto and open source, right?",988,149
shawmakesmagic,1883588611691696354,2025-01-26T18:51:35.000Z,"This is the 
@NVIDIARobotics
 virtual training gym for robots.

This will allow for 100s of thousands of hours of training in the real-world, with our going into the real-world.

It is best you know what is ahead.",233,36
shawmakesmagic,1883571165261943167,2025-01-26T17:42:15.000Z,"> muh moat
> muh just a wrapper

One line of code to change from OpenAI to deepseek in an agent framework btw",115,17
shawmakesmagic,1883569092638175573,2025-01-26T17:34:01.000Z,Burnt,0,617
shawmakesmagic,1883086861297754491,2025-01-25T09:37:48.000Z,The last thing your AI lab sees before getting one-shotted by a Chinese bootleg LLM team with a $5M cluster,0,0
shawmakesmagic,1883427968673812934,2025-01-26T08:13:14.000Z,"I really want to see tokens enter the era of funding real science and tech with clear ROI.
Not some mindshare or pure meme play, but a real smart contract enforced way that the average person can invest in the next Uber or OpenAI and get a return from that.
It’s not fair that the",846,146
shawmakesmagic,1883266852350210431,2025-01-25T21:33:01.000Z,"There are billions of dollars in the wallets of people who could be earning more than they make at their job but their eyes glaze over when they go to any DeFi page because it all looks like this.

LLMs aren't good at investing but chat is an infinitely better interface for 99%",424,44
shawmakesmagic,1883251814184914985,2025-01-25T20:33:16.000Z,Okay so where do I sell my yaps,123,5
shawmakesmagic,1883257656200315170,2025-01-25T20:56:29.000Z,"Wow I was just joking, didn't realize there was a whole secondary market for this ",22,0
shawmakesmagic,1883256824071389201,2025-01-25T20:53:10.000Z,Any hardcore SVM devs want to weight in on this?,290,87
shawmakesmagic,1883196570159722895,2025-01-25T16:53:45.000Z,Can we legalize drone delivery now?,0,74
shawmakesmagic,1883234878793322674,2025-01-25T19:25:58.000Z,"Hahaha hell yes

It’s about to get so unimaginably weird",99,16
shawmakesmagic,1883099050356199631,2025-01-25T10:26:14.000Z,I'll be yapping live in ~5 minutes!,198,15
shawmakesmagic,1883090751678271686,2025-01-25T09:53:15.000Z,Oh damn,119,6
shawmakesmagic,1882614841728483481,2025-01-24T02:22:10.000Z,"An Eliza that fact checks posts for you

Give it a try!",170,36
shawmakesmagic,1882571894928613598,2025-01-23T23:31:30.000Z,"Eliza, Whatchya ganna do? 
Whatchya ganna do when the Basilisk comes for you.",163,15
shawmakesmagic,1882597532452454774,2025-01-24T01:13:23.000Z,"Other news:

Our daily news show has only been about GitHub updates. Our new AI aggregator collects content from multiple sources relevant to the whole ecosystem: https://github.com/bozp-pzob/ai-news… (shoutout to 
@bozp_pzob
)

tl;dr these daily update videos will git gud soon",112,17
shawmakesmagic,1882601620242145280,2025-01-24T01:29:37.000Z,"We probably put too many insane things into one update

Each of these is kind of a big deal

Ya’ll are very much not ready for AI Shark Tank, that’s for sure",330,64
shawmakesmagic,1882573998363668826,2025-01-23T23:39:52.000Z,Unfathomable levels of e/acc victory,473,48
shawmakesmagic,1882563516403773817,2025-01-23T22:58:13.000Z,"With memecoins, we’ve finally enabled every American to effectively lobby politicians

Democracy",95,14
shawmakesmagic,1882562796942139880,2025-01-23T22:55:21.000Z,Not your agent not your agency,88,20
shawmakesmagic,1882562071675720123,2025-01-23T22:52:28.000Z,Congrats to the Moemate team for a successful launch of the new token and tech.,220,36
shawmakesmagic,1882455837106716899,2025-01-23T15:50:20.000Z,I guess the net positive here is that we're teaching people about how to use Github,43,0
shawmakesmagic,1882349308391072003,2025-01-23T08:47:02.000Z,"You should really just allow characters to be characters

If you’re not crashing out sometimes you’re not being real

I am so tired of the fake world

Just be yourself and stop trying to control other people’s behavior

Otherwise it will be boring and not entertaining",408,29
shawmakesmagic,1882050144461603300,2025-01-22T12:58:15.000Z,It's often the case that an excess of resources disincentivizes innovation.,0,208
binance,1883032054415180106,2025-01-25T06:00:01.000Z,"Usher in prosperity as we celebrate Spring Festival! 

Post your best Lunar New Year picture with #Binance logo in it and share in $5000 USDT rewards.

1. Follow 
@Binance
 & 
@Binancezh
, like and RT
2. Post your pic in comments and add #BinanceLNY25
3. Complete the survey ",0,0
binance,1884062414947356866,2025-01-28T02:14:18.000Z,"Happy Lunar New Year from #Binance   

May this year bring prosperity and good health.  

Gong Xi Fa Cai!",922,191
binance,1884028711567003941,2025-01-28T00:00:23.000Z,"Boost your liquidity with Binance loans.

Borrow crypto or stablecoins with flexible terms and competitive rates.

Read more ",291,83
binance,1883998555133600084,2025-01-27T22:00:33.000Z,"Make the most of your FDUSD with #Binance Earn! 

Enjoy a 7% Bonus Tiered APR on Simple Earn Products.

Start today  https://binance.com/en/support/announcement/fb582afab3ce476496476e56112cb830?ref=R30T0FSD&utm_source=BinanceFacebook&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",386,71
binance,1883968457172975711,2025-01-27T20:00:57.000Z,"Beginner's guide to candlestick charts.

Learn the basics of reading and interpreting candlestick charts to boost your trading skills.

Read more ",417,68
binance,1883605875983601927,2025-01-26T20:00:11.000Z,"Discover how to hedge your BTC stack with zero funding fees and high-leverage options. 

Perfect for swing traders and BTC enthusiasts! 

Read more  ",404,146
binance,1883575766094356683,2025-01-26T18:00:32.000Z,One pill to crypto them all!,0,692
binance,1883545528601891104,2025-01-26T16:00:23.000Z,"Learn how to use Binance API for Spot Trading with Postman.

Enhance your trading strategies with APIs, automate like a pro, and explore the testnet safely. 

Read more ",535,140
binance,1883515240387694785,2025-01-26T14:00:01.000Z,"Doctor said I’m overdosing on Vitamin Bⁱ ⁿ ᵃ ⁿ ᶜ ᵉ

I didn’t know that was even a thing.",0,299
binance,1883485215663722616,2025-01-26T12:00:43.000Z,"What is Solana and how does it work?

Conceptualized in 2017 and launched in 2020, it is built around the unique Proof of History (PoH) mechanism.

Read more  https://academy.binance.com/en/articles/what-is-solana-sol?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",0,460
binance,1883455080340357324,2025-01-26T10:00:58.000Z,"Art sometimes imitates Chart, loudly.",0,389
binance,1883426700458865005,2025-01-26T08:08:12.000Z,"On-chain data reveals a growing number of wallet addresses holding at least $100 in Bitcoin, nearing all-time highs.

This surge highlights renewed interest as more participants join the market.

Read more  https://binance.com/en/blog/community/it-is-2025-and-bitcoin-is-stronger-than-ever-a-look-at-key-metrics-8090617668533981460?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",0,331
binance,1883394787929215099,2025-01-26T06:01:23.000Z,"It isn’t just a word, it’s a way of life.",0,302
binance,1883303933663138031,2025-01-26T00:00:22.000Z,"Uncover how crypto index funds adapt the concept of traditional index funds to the realm of digital assets. 

Offering a simple way to invest in diversified crypto portfolios.

Read more  https://academy.binance.com/en/articles/what-is-a-crypto-index-fund?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",566,190
binance,1883273732803740082,2025-01-25T22:00:22.000Z,"Backed by Binance, literally.",0,377
binance,1882851759091032322,2025-01-24T18:03:35.000Z,"Mine LTC on #Binance Pool and share an extra bonus of 18,000 BELLS!

Start mining now  https://binance.com/en/support/announcement/e3c957c5e4f1454f8daf5c84a4f0f1d1?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",958,366
binance,1882820667722404168,2025-01-24T16:00:02.000Z,"#Bitcoin's hashrate recently hit an all-time high.

It has outpaced the combined computing power of AWS, Google Cloud, and Azure, which together contribute less than 1% to its network.

This milestone highlights the unparalleled global coordination of miners and node operators.",0,317
binance,1882790467529843136,2025-01-24T14:00:02.000Z,"This week's #BinanceBuild introduces two new updates to enhance your charting!

 Sync Mode for indicators
 Magnet Mode

Explore the details below ",406,121
binance,1882761633329787010,2025-01-24T12:05:28.000Z,"Time for this week’s #Binance announcements.

Thread on all the latest ",0,294
binance,1882762613333082201,2025-01-24T12:09:21.000Z,"Binance Earn Adds OFFICIAL TRUMP (TRUMP) on Dual Investment
https://binance.com/en/support/announcement/162f6d9830654547a114366994fa4441?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",212,72
binance,1882762682476212478,2025-01-24T12:09:38.000Z,"Binance Has Completed the Prosper (PROS) Contract Swap
https://binance.com/en/support/announcement/8474cccbb7f44b51b855c92bb4abb118?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",167,52
binance,1882762545511166005,2025-01-24T12:09:05.000Z,"Binance Earn Boost: Enjoy 7% Bonus Tiered APR with FDUSD Simple Earn Products!
https://binance.com/en/support/announcement/fb582afab3ce476496476e56112cb830?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",63,6
binance,1882744983876178248,2025-01-24T10:59:18.000Z,Who needs binoculars when you’ve got candlesticks to stare at?,984,251
binance,1882641034007777555,2025-01-24T04:06:14.000Z,"We hosted a private event in Zurich this week on the future of wealth management.

Joined by Head of #Binance VIP, we showed how Binance Wealth helps managers bring crypto to their clients and streamline investments with ease.

Learn more: http://binance.com/en/wealth",290,127
binance,1882670898282365402,2025-01-24T06:04:55.000Z,"In 2010, a user sold a picture for 500 BTC, worth nearly $1 then. 

Today, those 500 BTC are valued at over $54M. 

Satoshi Nakamoto's invention has completely transformed the crypto world!",0,258
binance,1882548962730648052,2025-01-23T22:00:23.000Z,Literally plugged in and charting.,0,595
binance,1882518923909759040,2025-01-23T20:01:01.000Z,"Not holding any BFUSD yet? 

First-time BFUSD holders can enjoy up to 100% Bonus APY Rewards! Plus, you can buy BFUSD with zero fees.

Join Now  https://binance.com/en/activity/marketing-campaign/d22f771656e64adc90ef01ff79a9d6d5?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",567,189
binance,1882488660391543148,2025-01-23T18:00:46.000Z,"What’s VWAP, and why does it matter?

We break down how it works and how traders can leverage it for better decisions.

Details below ",442,148
binance,1882458082011463934,2025-01-23T15:59:15.000Z,"The 
@BNBCHAIN
 team has successfully completed the 30th quarterly #BNB burn, reducing the total supply by 1.63M $BNB.",805,215
binance,1882433745484951960,2025-01-23T14:22:33.000Z,"The Animecoin ($ANIME) listing has been postponed. 

We appreciate your understanding and will keep you updated.

More information  https://binance.com/en/support/announcement/51a8eed8014c436cbcb39aaa70b3b62c?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",863,167
binance,1882434334290002405,2025-01-23T14:24:53.000Z,"The trading start time for Animecoin (ANIME), originally set at 2025-01-23 14:00 (UTC), will be postponed to 2025-01-23 15:00 (UTC).",322,66
binance,1882428348283928613,2025-01-23T14:01:06.000Z,"Workout is always a good idea. 

 
@trifandan1",979,186
binance,1882398251086696759,2025-01-23T12:01:30.000Z,Make it a periodic habit!,0,381
binance,1882376211759784076,2025-01-23T10:33:56.000Z,"Exclusive for New Users! 

Earn 25% APR for 3 days on $TRUMP Locked Products!

Join now  https://binance.com/en/earn/simple-earn?asset=TRUMP&productId=1680&top=1&ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",924,241
binance,1882351279420363092,2025-01-23T08:54:52.000Z,"Somewhere out there, someone's buying their first crypto, and that’s beautiful.",0,791
binance,1882314869447311376,2025-01-23T06:30:11.000Z,"From speculation to utility! 

Gareth Jenkinson shares why #Bitcoin is leading the way and how AI-driven projects are changing the game. 

Catch the full discussion on Binance Square!
 https://binance.com/en/blog/all/shifting-toward-longterm-value-insights-from-cointelegraph-7696943257154079684?hl=en&ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",504,213
binance,1882299817197773254,2025-01-23T05:30:22.000Z,"The #BinanceBuild spotlight is on Grid Bots! 

You can now start a grid bot without opening a position, thanks to a new order form feature.

Keep sharing your ideas with us ",429,131
binance,1882096092189225374,2025-01-22T16:00:50.000Z,Even historical figures knew... #ItsStillEarly for crypto!,0,464
binance,1882066190006165900,2025-01-22T14:02:01.000Z,"Celebrate the Lunar New Year with #Binance Earn! 

Enjoy up to 20% APR and a chance to share in a $150,000 Red Packet Pool.  

Don’t miss out  https://binance.com/en/support/announcement/eff356bd80ae460fa9876ec7f584a4a5?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",821,267
binance,1882035859827925262,2025-01-22T12:01:30.000Z,24/7 support vs. 8 hours of chart refreshes.,0,304
binance,1882020400449679454,2025-01-22T11:00:04.000Z,Freedom,0,0
binance,1882015057380614256,2025-01-22T10:38:50.000Z,"#Binance is excited to announce Animecoin on HODLer Airdrops - 
@animecoin
 $ANIME.

The Airdrop page will be accessible on the Binance Airdrop Portal in approximately 12 hours. Plus, this token will be listed on Binance soon!

Find out more  https://binance.com/en/support/announcement/fe1f135ebcfd4668af8b4b8c629fbaf8?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",0,0
binance,1881992855062728754,2025-01-22T09:10:37.000Z,"New Updates for BFUSD!

 USDC is now supported for purchasing BFUSD
 Pre-buy BFUSD and pre-redeem USD stablecoin
 New data charts added

Don’t miss out  https://binance.com/en/support/announcement/7342cd7b105a4e82bff9f8b595277611?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",569,149
binance,1881975568620560544,2025-01-22T08:01:55.000Z,"Celebrate with #Binance and usher in the year of the Snake with bountiful prosperity!

Participate in our red packet giveaways and share over $4M in rewards.

Join the festivities 
https://binance.com/en/events/LNY2025?ref=AZTKZ9XS&utm_source=BinanceTwitter&utm_medium=GlobalSocial&utm_campaign=GlobalSocial…",0,0
binance,1881945123233149290,2025-01-22T06:00:56.000Z,"just checkin in - how are we doing, legends?",0,325
